file,number,text,lrml,paraphrase,random_split,doc_split,selected_round_1,selected_round_2
NZ_NZBC-E2AS1#3.8,8.4.4.0.1,"8.4 Profiled Metal Roof Cladding 8.4.4 Profiles; Profiles covered in this Acceptable Solution are shown in Figure 38, and consist of: a) Corrugated – curved with a crest height of 16.5 mm minimum, b) Trapezoidal – symmetrical or asymmetrical with a minimum crest height of 19 mm, and for asymmetrical a flat or lightly profiled pan width of 210 mm maximum between crests, and c) Trough profile – with vertical ribs at a minimum height of 38 mm, and flat or lightly profiled pans of 210 mm maximum between crests.","if(and(is(roofCladding.type,profiledMetal),asPer(roofCladding.profile,nzbc_e2as1_f38),or(and(is(roofCladding.profile,and(corrugated,curved)),has(roofCladding.profile,crest),greaterThanEqual(crest.height,16.5 mm)),and(is(roofCladding.profile,and(trapezoidal,symmetrical)),has(roofCladding.profile,crest),greaterThanEqual(crest.height,19 mm)),and(is(roofCladding.profile,and(trapezoidal,asymmetrical)),has(roofCladding.profile,crest),greaterThanEqual(crest.height,19 mm),has(roofCladding.profile,pan),is(pan,or(flat,lightlyProfiled)),inBetween(pan.width,crests),lessThanEqual(pan.width,210 mm)),and(is(roofCladding.profile,trough),has(roofCladding.profile,rib),is(rib.orientation,vertical),greaterThanEqual(rib.height,38 mm),has(roofCladding.profile,pan),is(pan,or(flat,lightlyProfiled)),inBetween(pan.width,crests),lessThanEqual(pan.width,210 mm))))),then(applyTo(nzbc_e2as1,roofCladding))","If Profiled Metal Roof Cladding have profiles as shown in  E2/AS1 Figure 38, and either the roof cladding profile is either corrugated and curved with a crest height of 16.5 mm minimum, or the roof cladding profile is trapezoidal and symmetrical with a minimum crest height of 19 mm or the roof cladding profile is trapezoidal and asymmetrical with a minimum crest height of 19 mm and have a flat or lightly profiled pan width of 210 mm maximum between crests, or the roof cladding profile is trough with vertically oriented ribs at a minimum height of 38 mm, and flat or lightly profiled pans of 210 mm maximum between crests, then E2/AS1 applies to the roof cladding.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.5.0.1,"8.4 Profiled Metal Roof Cladding 8.4.5 Roof pitch; For roofs up to 18 metres in length without end laps, pitches shall be: a) Corrugated – not less than 8° (1:7). b) Trapezoidal – not less than: i) 4° (1:14) where the crest height is less than 27 mm, or ii) 3° (1:20) where the crest height is 27 mm or higher. c) Trough profile – not less than 3° (1:20).","if(and(is(roofCladding.type,profiledMetal),lessThanEqual(roof.length,18 m),not(include(roof.length,endLap)))),then(obligation(or(and(is(roofCladding.profile,corrugated),greaterThanEqual(roof.pitch,8 deg)),and(is(roofCladding.profile,trapezoidal),greaterThanEqual(roof.pitch,4 deg),has(roofCladding,crest),lessThan(crest.height,27 mm)),and(is(roofCladding.profile,trapezoidal),greaterThanEqual(roof.pitch,3 deg),has(roofCladding,crest),greaterThanEqual(crest.height,27 mm)),and(is(roofCladding.profile,trough),greaterThanEqual(roof.pitch,3 deg)))))","If roofs are up to 18 metres in length and the roof length does not include end laps, then either roof claddings shall be corrugated and roof pitches shall be not less than 8 deg, or roof cladding profile shall be trapezoidal and roof pitches shall be not less than 4 deg and the roof cladding's crest height is less than 27 mm, or roof cladding profile shall be trapezoidal and roof pitches shall be not less than 3 deg and the roof cladding's crest height is 27 mm or higher, or roof cladding profile shall be trough and roof pitches shall be not less than 3 deg.",1,1,1.0,1
NZ_NZBC-E2AS1#3.8,8.4.6.0.1,"Steel; The maximum span and fixing patterns of profiled metal roof cladding between purlins to comply with this Acceptable Solution are given in Table 11, Table 12 or Table 13, 14 and 15.","if(and(is(roofCladding.type,profiledMetal),is(roofCladding.material,steel))),then(obligation(and(inBetween(roofCladding.span,purlins),inBetween(roofCladding.fixingPattern,purlins),asPer(max(roofCladding.span),and(nzbc_e2as1_t11,nzbc_e2as1_t12,nzbc_e2as1_t13,nzbc_e2as1_t14,nzbc_e2as1_t15)),asPer(roofCladding.fixingPattern,and(nzbc_e2as1_t11,nzbc_e2as1_t12,nzbc_e2as1_t13,nzbc_e2as1_t14,nzbc_e2as1_t15)))))","If profiled metal roof cladding are from steel, then the maximum span between purlins and the fixing patterns between purlins are given in E2/AS1 Table 11, 12, 13, 14 and 15.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.16.0.1,"Hidden, valley and internal gutters shall be in accordance with Paragraph 8.1.6.","if(and(is(gutter.type,or(hidden,valley,internal)))),then(obligation(asPer(gutter,nzbc_e2as1_8.1.6)))","If gutters are type hidden, valley or internal, then the guttters shall be in accordance with E2/AS1 Paragraph 8.1.6.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.16.1.0.1,Parallel hidden gutters shall be as shown in Figure 50 and Paragraph 8.1.6.2.,"if(and(is(gutter.type,hidden),is(gutter,parallel))),then(obligation(asPer(gutter,and(nzbc_e2as1_f50,nzbc_e2as1_8.1.6.2))))","If hidden gutters are parallel, then the gutter shall be as shown in E2/AS1 Figure 50 and Paragraph 8.1.6.2.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.16.3.0.1,Internal gutters shall be as shown in Figure 52 and Paragraph 8.1.6.1.,"if(is(gutter.type,internal)),then(obligation(complyWith(gutter,and(nzbc_e2as1_f52,nzbc_e2as1_8.1.6.1))))","If gutters are internal gutters, then the gutter shall be as shown in E2/AS1 Figure 52 and Paragraph 8.1.6.1.",3,1,,-1
NZ_NZBC-E2AS1#3.8,8.4.17.0.1,8.4 Profiled Metal Roof Cladding 8.4.17 Roof penetrations; The maximum length of profiled roof cladding above penetrations shall be as shown in Table 17.,"if(and(is(roofCladding.type,profiledMetal),has(roofCladding,penetration))),then(obligation(and(above(cladding.length,penetration),asPer(max(cladding.length),nzbc_e2as1_t17))))","If the roof cladding is profiled metal roof and the roof cladding has a penetration, then the maximum length of the roof cladding above the penetration shall be as shown in E2/AS1 Table 17.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.17.0.3,"8.4 Profiled Metal Roof Cladding 8.4.17 Roof penetrations; Roof penetrations shall be flashed as follows: a) Pipe penetrations up to 85 mm shall be flashed using an EPDM boot flashing as shown in Figure 53, b) Pipe penetrations up to 500 mm shall be flashed using a soaker flashing and EPDM boot flashing as shown in Figure 54, c) Rectangular penetrations up to 1200 mm wide shall be flashed using a soaker type flashing as shown in Figure 55.","if(and(is(roof.type,profiledMetal),has(roof,penetration))),then(obligation(or(and(is(penetration.type,pipe),lessThanEqual(penetration.width,85 mm),has(penetration,flashing),is(flashing.type,epdmBoot),asPer(flashing,nzbc_e2as1_f53)),and(is(penetration.type,pipe),lessThanEqual(penetration.width,500 mm),has(penetration,flashing),is(flashing.type,and(soaker,epdmBoot)),asPer(flashing,nzbc_e2as1_f54)),and(is(penetration.type,rectangular),lessThanEqual(penetration.width,1200 mm),has(penetration,flashing),is(flashing.type,soaker),asPer(flashing,nzbc_e2as1_f55)))))","If Profiled Metal Roof Cladding have penetrations, then the penetrations shall be either for pipes and the penetrations shall be up to 85 mm wide shall and have an EPDM boot flashing as shown in E2/AS1 Figure 53, or the penetrations shall be for pipes and the penetration is up to 500 mm wide shall have a soaker flashing and EPDM boot flashing as shown in E2/AS1 Figure 54, or the enetrations shall be rectangular and up to 1200 mm wide and have a soaker type flashing as shown in E2/AS1 Figure 55.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.5.5.1.0.1,Membranes composed of butyl or EPDM installed over plywood substrates 8.5.5 Installation 8.5.5.1 Plywood Substrates must be dry when membranes are applied. The plywood and timber substructure must be a maximum moisture content of 20% when a membrane is adhered.,"if(and(is(membrane.material,or(butyl,epdm)),above(membrane.installation,substrate),is(substrate.material,plywood))),then(obligation(and(lessThanEqual(substructure.moistureContent,20 percent),is(substructure.material,or(timber,plywood)),before(substructure.moistureContent,installation))))","If membranes are of butyl or epdm and installed over substrate of plywood, then the plywood and timber substructure must be a maximum moisture content of 20 percent before the membrane is installed.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.5.6.0.1.a.1,Membrane roofs shall be constructed to provide: a) Falls as shown in Figure 56 and details in Figures 57–64.,"if(is(roof.type,membrane)),then(obligation(and(asPer(roof.fall,nzbc_e2as1_f56),asPer(roof,nzbc_e2as1_f57 to nzbc_e2as1_f64))))","If roofs are membrane roofs, then the roof fall shall be as shown in E2/AS1 Figure 56 and roofs as in E2/AS1 Figures 57 to Figure 64.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.5.9.0.1,8.5.9 Penetrations; Penetrations through membrane roofs and decks shall be as shown in Figure 59 and Figure 60.,"if(and(for(membrane,or(roof,deck)),has(membrane,penetration))),then(obligation(asPer(penetration,and(nzbc_e2as1_f59,nzbc_e2as1_f60))))","If the membrane is for roofs or decks and the membrane has a penetration, then the penetration shall be as shown in E2/AS1 Figure 59 and Figure 60.",1,1,,-1
NZ_NZBC-E2AS1#3.8,8.5.9.1.0.1,Handrails; Fixing of posts for handrails into membrane roofs or decks is not covered by this Acceptable Solution.,"if(and(for(membrane,or(roof,deck)),into(post.fixing,membrane),for(post,handrail))),then(not(applyTo(nzbc_e2as1,fixing)))","If the membrane is for roofs and decks, and the fixing of a post goes into the membrane, and the fixing is for a handrail, then E2/AS1 does not apply to the fixing.",2,2,,-1
NZ_NZBC-E2AS1#3.8,9.1.0.1,"9.1 General; Wall claddings shall meet the requirements of NZBC E2.3.2 to E2.3.7, and comply with the provisions of Paragraph 9.1.1 to Paragraph 9.9.","if(exist(wallCladding)),then(obligation(complyWith(wallCladding,and(nzbc_e2_3.2 to nzbc_e2_3.7,nzbc_e2as1_9.1.1 to nzbc_e2as1_9.9))))","If wall claddings exist, then the wall cladding shall comply with NZBC E2 3.2 to E2 3.7, and E2/AS1 Paragraph 9.1.1 to Paragraph 9.9.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,9.1.0.2,9.0 Wall Claddings; Claddings in Extra High wind zones require: a) Rigid underlays to Paragraph 9.1.7.2 b) Drained cavities to Paragraph 9.1.8 c) Hooks and hems on flashing upstands.,"if(and(within(wallCladding,windZone),is(windZone,extraHigh))),then(obligation(and(has(wallCladding,underlay),is(underlay,rigid),complyWith(underlay,nzbc_e2as1_9.1.7.2),has(wallCladding,drainedCavity),complyWith(drainedCavity,nzbc_e2as1_9.1.8),has(wallCladding,flashing),has(flashing.upstand,and(hook,hem)))))","If wall claddings are in Extra High wind zones, then the wall claddings shall have rigid underlays to E2/AS1 Paragraph 9.1.7.2 and the wall claddings shall have drained cavities to E2/AS1 Paragraph 9.1.8 and the wall cladding flashing upstands shall have hooks and hems.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.7.0.1,8.4 Profiled Metal Roof Cladding 8.4.7 Underlay; All profiled metal long-run roofing shall have a roof underlay installed to Table 23. See Paragraph 8.1.5 for installation details.,"if(and(is(roofCladding.type,profiledMetal),is(roofCladding,longRun))),then(obligation(and(has(roof,underlay),complyWith(underlay,nzbc_e2as1_t23),asPer(underlay.installation,nzbc_e2as1_8.1.5))))","If Profiled Metal Roof Cladding is long-run, then the roof shall have a underlay complying with E2/AS1 Table 23 and the underlay installation shall be as seen in E2/AS1 Paragraph 8.1.5.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.8.0.1,"8.4 Profiled Metal Roof Cladding 8.4.8 Fixings: corrugated and trapezoidal; Fixings shall be as shown in Tables 11, 12, 14 and 15, and shall be a minimum 12-gauge screw, as shown in Figure 39, which complies with Class 4 of AS 3566: Part 2.","if(and(is(roofCladding.type,profiledMetal),is(roofCladding.profile,or(corrugated,trapezoidal)),has(roofCladding,fixing))),then(obligation(and(asPer(fixing,and(nzbc_e2as1_t11,nzbc_e2as1_t12,nzbc_e2as1_t14,nzbc_e2as1_t15)),is(fixing.type,screw),greaterThanEqual(screw.size,12 gauge),asPer(screw,nzbc_e2as1_f39),complyWith(screw,as_3566_2_class_4))))","If the profile of Profiled Metal Roof Cladding is corrugated or trapezoidal, and the roof cladding has a fixing, then the fixing shall be as shown in E2/AS1 Tables 11, 12, 14 and 15, and the fixing shall be a minimum 12-gauge sized screw, as shown in 
E2/AS1 Figure 39, which complies with Class 4 of AS 3566: Part 2.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.8.1.0.2,8.4 Profiled Metal Roof Cladding; Fixings shall: Include sealing washers of: ii) profiled washer and EPDM washer where required to allow for expansion of the profiled metal roof cladding.,"if(and(is(roofCladding.type,profiledMetal),has(roofCladding,fixing),requires(roofCladding,expansionAllowance))),then(obligation(and(include(fixing,sealingWasher),is(sealingWasher.type,and(profiledWasher,epdmWasher)))))","If the profile of Profiled Metal Roof Cladding has a fixing and the roof cladding requires expansion allowance, then the fixings shall shall include sealing washers of profiled washer and EPDM washer.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.10.0.1,8.4.10 Allowance for expansion; Allowance shall be made for expansion of corrugated and trapezoidal roof cladding as shown in Table 16.,"if(is(roofCladding,or(corrugated,trapezoidal))),then(obligation(asPer(roofCladding.expansionAllowance,nzbc_e2as1_t16)))","If roof cladding is corrugated or trapezoidal, then the roof cladding shall have allowance for expansion as shown in E2/AS1 Table 16.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.11.1.1.a.1,"8.4.11.1 Fixing flashings a) When fixing flashings to the structure, use screws as for roofing (see Paragraph 8.4.8).","if(towards(flashing.fixing,roof)),then(obligation(and(is(fixing.type,screw),for(screw,roof))))","If fixing flashings to the roof, then the fixing type shall be screws as for roofing.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.11.1.1.b.1,"8.4.11.1 Fixing flashings b) When fixing flashings to other flashings or to roofing use: i) for galvanized steel, 4 mm diameter monel metal or stainless steel rivets, where compatible as per Table 21, ii) for aluminium-zinc coated steel, 4 mm diameter aluminium rivets, iii) for aluminium, 4 mm diameter aluminium rivets.","if(towards(flashing.fixing,or(flashing,roof))),then(obligation(or(and(is(flashing.material,galvanisedSteel),is(roof.material,galvanisedSteel),is(fixing.type,rivet),is(fixing.material,or(monelMetal,stainlessSteel)),equal(fixing.diameter,4 mm),asPer(fixing,nzbc_e2as1_t21)),and(is(flashing.material,or(aluminiumZincCoatedSteel,aluminium)),is(roof.material,or(aluminiumZincCoatedSteel,aluminium)),is(fixing.type,rivet),is(fixing.material,aluminium),equal(fixing.diameter,4 mm)))))","If fixing flashings to other flashings or to the roof, then either the flashing and roof shall be galvanized steel and the fixing 4 mm diameter monel metal or stainless steel rivets as per E2/AS1 Table 21, or the flashing and roof shall be aluminium-zinc coated steel or aluminium, and the fixings shall be 4 mm diameter aluminium rivets.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.11.1.1.c.1,"8.4 Profiled Metal Roof Cladding 8.4.11.1 Fixing flashings c) Flashing joins, including expansion joints where required, shall be in accordance with Paragraph 4.5.2 and as shown in Figure 6.","if(or(has(flashing,join),requires(flashing,expansionJoint))),then(obligation(and(asPer(join,and(nzbc_e2as1_4.5.2,nzbc_e2as1_f6)),asPer(expansionJoint,and(nzbc_e2as1_4.5.2,nzbc_e2as1_f6)))))","If flashing have joins or require expansion joints, then the joins and expansion joints shall be in accordance with E2/AS1 Paragraph 4.5.2 and as shown in Figure 6.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.13.0.1,"8.4.13 Stopends; The top ends of profiled metal roof cladding shall have stopends as shown in Figure 49 for trapezoidal and trough profile metal roof cladding, where: a) The roof pitch is less than 25°, or b) The building is in a High/Very High/Extra High wind zone.","if(and(is(roofCladding.type,profiledMetal),is(roofCladding.profile,or(trapezoidal,trough)),or(lessThan(roof.pitch,25 deg),is(building.windZone,or(high,veryHigh,extraHigh))))),then(obligation(and(has(cladding.topEnd,stopend),asPer(stopend,nzbc_e2as1_f49))))","If the roof cladding is profiled metal and the roof cladding have trapezoidal and trough profile and either the roof pitch is less than 25 deg, or the building is in a High, Very High, or Extra High wind zone, then the roof claddings top ends shall have stopends as shown in E2/AS1 Figure 49.",2,2,,-1
